Loan_ID,Customer_ID,Product_Type,Loan_Amount,Loan_Start_Date,Loan_End_Date,Interest_Rate,Customer_Age,Customer_Location,Loan_Status,Repayment_Frequency,Late_Payments,Credit_Score,Repayment_History
L002738,C49911,Microlending Loan,508345.1,2016-10-07 13:10:30,2024-10-05 13:10:30,13.01,30,Delhi,Defaulted,Quarterly,1,555,Poor
L002739,C29232,Investment Insurance,-5605.48,2022-12-06 13:10:30,2025-12-05 13:10:30,9.94,24,Goa,Defaulted,Monthly,3,735,Poor
L002740,C28004,Mutual Fund,367120.67,2017-04-24 13:10:30,2025-04-22 13:10:30,6.63,28,Delhi,Defaulted,Quarterly,1,703,Poor
L002741,C26549,Microlending Loan,578169.53,2015-02-19 13:10:30,2025-02-16 13:10:30,10.74,66,Goa,Closed,Yearly,4,806,Excellent
L002742,C25180,Loan,503910.17,2015-07-30 13:10:30,2018-07-29 13:10:30,11.57,18,Delhi,Closed,Quarterly,4,721,Excellent
L002743,C39194,Investment Insurance,944859.39,2017-12-13 13:10:30,2026-12-11 13:10:30,10.46,43,Goa,Defaulted,Monthly,5,608,Poor
L002744,C02899,Loan,80692.25,2017-03-12 13:10:30,2027-03-10 13:10:30,9.27,34,Delhi,Defaulted,Yearly,1,687,Poor
L002745,C15588,Gold Loan,772606.15,2017-08-27 13:10:30,2023-08-26 13:10:30,10.53,58,Maharashtra,Active,Quarterly,3,560,Good
L002746,C36060,Loan,483431.95,2023-03-14 13:10:30,2032-03-11 13:10:30,13.07,30,Karnataka,Defaulted,Yearly,0,714,Poor
L002747,C10684,Investment Insurance,416881.03,2018-04-29 13:10:30,2023-04-28 13:10:30,12.5,33,Delhi,Closed,Monthly,5,644,Excellent
L002748,C17453,Mutual Fund,546415.43,2015-01-18 13:10:30,2025-01-15 13:10:30,9.79,9,Goa,Closed,Yearly,3,556,Excellent
L002749,C34728,Gold Loan,476702.41,2023-03-01 13:10:30,2028-02-28 13:10:30,11.48,63,Karnataka,Defaulted,Monthly,2,612,Poor
L002750,C25438,Gold Loan,603362.36,2023-04-18 13:10:30,2026-04-17 13:10:30,7.31,64,Karnataka,Active,Quarterly,0,676,Good
L002751,C24569,Mutual Fund,583549.88,2020-04-11 13:10:30,2026-04-10 13:10:30,12.27,55,Maharashtra,Closed,Quarterly,0,820,Excellent
L002752,C18095,Mutual Fund,729004.31,2019-06-24 13:10:30,2027-06-22 13:10:30,8.05,55,Goa,Active,Yearly,4,582,Good
L002753,C32197,Microlending Loan,339637.73,2021-04-29 13:10:30,2027-04-28 13:10:30,9.75,39,Delhi,Closed,Monthly,1,624,Excellent
L002754,C44898,Loan,1006465.4,2021-03-08 13:10:30,2026-03-07 13:10:30,9.67,35,Delhi,Active,Yearly,1,746,Good
L002755,C03541,Investment Insurance,584176.34,2024-02-09 13:10:30,2030-02-07 13:10:30,5.22,30,Karnataka,Active,Monthly,4,611,Good
L002756,C38249,Loan,487889.55,2015-05-30 13:10:30,2021-05-28 13:10:30,7.48,50,Karnataka,Defaulted,Monthly,5,508,Poor
L002757,C48007,Microlending Loan,365375.98,2022-10-22 13:10:30,2030-10-20 13:10:30,8.98,59,Delhi,Defaulted,Yearly,2,601,Poor
L002758,C16984,Loan,332859.31,2023-08-07 13:10:30,2027-08-06 13:10:30,13.26,65,Goa,Closed,Yearly,5,723,Excellent
L002759,C45835,Microlending Loan,265682.08,2019-01-01 13:10:30,2022-12-31 13:10:30,7.42,15,Delhi,Active,Quarterly,1,407,Good
L002760,C08727,Gold Loan,453588.09,2022-12-08 13:10:30,2031-12-06 13:10:30,14.04,24,Delhi,Closed,Yearly,2,421,Excellent
L002761,C20979,Gold Loan,649001.7,2015-03-05 13:10:30,2020-03-03 13:10:30,8.27,78,Delhi,Defaulted,Quarterly,0,712,Poor
L002762,C07395,Loan,414894.36,2024-06-08 13:10:30,2027-06-08 13:10:30,8.56,25,Delhi,Active,Quarterly,5,457,Good
L002763,C22838,Microlending Loan,989617.95,2022-01-07 13:10:30,2032-01-05 13:10:30,9.41,36,Delhi,Active,Monthly,0,667,Good
L002764,C12977,Loan,-182530.4,2023-05-31 13:10:30,2027-05-30 13:10:30,11.39,34,Goa,Defaulted,Quarterly,4,671,Poor
L002765,C06823,Mutual Fund,588151.78,2015-07-14 13:10:30,2018-07-13 13:10:30,14.81,48,Maharashtra,Defaulted,Yearly,2,608,Poor
L002766,C23969,Loan,426469.2,2021-08-17 13:10:30,2024-08-16 13:10:30,11.06,21,Karnataka,Active,Monthly,4,742,Good
L002767,C32672,Gold Loan,1006137.24,2018-11-25 13:10:30,2021-11-24 13:10:30,12.26,43,Goa,Closed,Monthly,3,720,Excellent
L002768,C11108,Investment Insurance,566481.08,2018-12-28 13:10:30,2026-12-26 13:10:30,10.54,28,Maharashtra,Closed,Yearly,0,653,Excellent
L002769,C31964,Gold Loan,480744.43,2019-09-26 13:10:30,2029-09-23 13:10:30,10.45,50,Maharashtra,Closed,Monthly,0,447,Excellent
L002770,C28026,Investment Insurance,738448.35,2015-05-01 13:10:30,2023-04-29 13:10:30,5.06,31,Maharashtra,Closed,Quarterly,5,569,Excellent
L002771,C22493,Investment Insurance,293024.28,2020-08-09 13:10:30,2028-08-07 13:10:30,17.24,9,Karnataka,Active,Yearly,5,671,Good
L002772,C11959,Microlending Loan,226831.42,2021-04-04 13:10:30,2026-04-03 13:10:30,10.88,32,Maharashtra,Active,Quarterly,0,597,Good
L002773,C28673,Investment Insurance,364686.47,2021-05-10 13:10:30,2025-05-09 13:10:30,10.1,59,Maharashtra,Active,Quarterly,5,497,Good
L002774,C46815,Gold Loan,471796.58,2018-09-27 13:10:30,2021-09-26 13:10:30,7.28,65,Karnataka,Closed,Quarterly,1,682,Excellent
L002775,C45190,Investment Insurance,590976.88,2021-06-11 13:10:30,2024-06-10 13:10:30,6.01,17,Delhi,Closed,Quarterly,2,479,Excellent
L002776,C47848,Gold Loan,587962.31,2024-04-22 13:10:30,2034-04-20 13:10:30,9.16,55,Goa,Active,Monthly,0,482,Good
L002777,C41260,Microlending Loan,613084.28,2024-03-04 13:10:30,2028-03-03 13:10:30,7.35,17,Goa,Active,Quarterly,3,436,Good
L002778,C22576,Investment Insurance,428367.19,2024-09-08 13:10:30,2030-09-07 13:10:30,7.79,39,Karnataka,Defaulted,Monthly,4,472,Poor
L002779,C36466,Gold Loan,508245,2017-01-22 13:10:30,2027-01-20 13:10:30,7.83,79,Karnataka,Active,Monthly,4,617,Good
L002780,C25103,Gold Loan,606539.92,2014-12-30 13:10:30,2019-12-29 13:10:30,7.81,32,Maharashtra,Closed,Quarterly,3,452,Excellent
L002781,C09527,Loan,773298,2021-09-09 13:10:30,2025-09-08 13:10:30,5.41,54,Maharashtra,Closed,Monthly,1,666,Excellent
L002782,C31930,Loan,554778.44,2020-04-27 13:10:30,2027-04-26 13:10:30,9.25,51,Karnataka,Closed,Monthly,5,564,Excellent
L002783,C31432,Investment Insurance,628947.84,2022-06-03 13:10:30,2027-06-02 13:10:30,9.95,66,Karnataka,Closed,Monthly,5,795,Excellent
L002784,C41968,Mutual Fund,268239.18,2015-03-20 13:10:30,2022-03-18 13:10:30,8.66,71,Goa,Closed,Quarterly,3,540,Excellent
L002785,C20564,Gold Loan,225912.68,2015-11-16 13:10:30,2025-11-13 13:10:30,6.42,29,Karnataka,Closed,Quarterly,1,516,Excellent
L002786,C24628,Mutual Fund,486691.36,2022-07-16 13:10:30,2027-07-15 13:10:30,5.69,54,Karnataka,Active,Quarterly,2,561,Good
L002787,C31916,Gold Loan,689024.31,2016-06-16 13:10:30,2026-06-14 13:10:30,9.15,53,Karnataka,Defaulted,Yearly,0,694,Poor
L002788,C02181,Microlending Loan,182990.95,2022-05-28 13:10:30,2030-05-26 13:10:30,9.96,33,Goa,Closed,Monthly,5,553,Excellent
L002789,C25975,Microlending Loan,960028.16,2016-10-26 13:10:30,2022-10-25 13:10:30,10.17,61,Goa,Active,Yearly,4,511,Good
L002790,C48017,Loan,351393.72,2021-01-04 13:10:30,2028-01-03 13:10:30,13.01,44,Maharashtra,Active,Yearly,1,573,Good
L002791,C20263,Investment Insurance,550013.96,2022-10-13 13:10:30,2027-10-12 13:10:30,16.62,65,Karnataka,Active,Quarterly,4,613,Good
L002792,C04329,Investment Insurance,807944.99,2015-01-13 13:10:30,2020-01-12 13:10:30,8.14,13,Delhi,Defaulted,Yearly,4,464,Poor
L002793,C44963,Loan,600413.89,2018-07-26 13:10:30,2025-07-24 13:10:30,13.67,47,Karnataka,Closed,Monthly,3,469,Excellent
L002794,C15238,Loan,1080278.68,2021-10-01 13:10:30,2024-09-30 13:10:30,16.01,32,Delhi,Active,Quarterly,2,580,Good
L002795,C17997,Investment Insurance,485399.1,2016-10-27 13:10:30,2019-10-27 13:10:30,14.65,50,Maharashtra,Defaulted,Yearly,1,565,Poor
L002796,C27616,Mutual Fund,351992.34,2017-08-09 13:10:30,2025-08-07 13:10:30,11.87,41,Karnataka,Active,Quarterly,0,714,Good
L002797,C29524,Microlending Loan,306177.93,2020-07-27 13:10:30,2024-07-26 13:10:30,7.97,28,Delhi,Active,Monthly,2,726,Good
L002798,C15616,Loan,533610.09,2023-03-31 13:10:30,2031-03-29 13:10:30,9.73,46,Maharashtra,Closed,Yearly,3,654,Excellent
L002799,C34543,Gold Loan,338004.38,2022-11-07 13:10:30,2030-11-05 13:10:30,8.19,35,Goa,Defaulted,Monthly,0,637,Poor
L002800,C26198,Investment Insurance,777302.76,2021-10-26 13:10:30,2025-10-25 13:10:30,9.06,26,Goa,Closed,Quarterly,5,549,Excellent
L002801,C25179,Mutual Fund,546911.97,2016-11-01 13:10:30,2026-10-30 13:10:30,11.91,46,Maharashtra,Defaulted,Monthly,4,602,Poor
L002802,C32455,Investment Insurance,327359.69,2016-10-10 13:10:30,2026-10-08 13:10:30,7.23,33,Maharashtra,Closed,Monthly,5,619,Excellent
L002803,C34215,Mutual Fund,192578,2015-06-23 13:10:30,2024-06-20 13:10:30,12.04,67,Maharashtra,Active,Yearly,4,462,Good
L002804,C33598,Loan,285219.99,2020-05-07 13:10:30,2029-05-05 13:10:30,7.92,50,Goa,Defaulted,Quarterly,2,687,Poor
L002805,C23570,Loan,284360.89,2017-09-01 13:10:30,2021-08-31 13:10:30,6.63,60,Maharashtra,Active,Yearly,2,775,Good
L002806,C41577,Mutual Fund,54574.78,2019-10-07 13:10:30,2026-10-05 13:10:30,12.41,37,Delhi,Active,Monthly,0,596,Good
L002807,C47266,Loan,487262.19,2015-09-04 13:10:30,2019-09-03 13:10:30,18.5,58,Delhi,Closed,Monthly,2,806,Excellent
L002808,C37619,Loan,223943.84,2017-12-23 13:10:30,2021-12-22 13:10:30,10.51,33,Delhi,Closed,Yearly,4,651,Excellent
L002809,C34894,Mutual Fund,396163.95,2018-01-16 13:10:30,2025-01-14 13:10:30,8.91,40,Goa,Closed,Yearly,4,644,Excellent
L002810,C33176,Mutual Fund,539017.75,2022-10-14 13:10:30,2027-10-13 13:10:30,9.76,52,Karnataka,Closed,Yearly,4,508,Excellent
L002811,C41034,Mutual Fund,182983.77,2024-09-24 13:10:30,2033-09-22 13:10:30,9.89,40,Maharashtra,Active,Yearly,5,713,Good
L002812,C43117,Investment Insurance,95418.99,2024-10-29 13:10:30,2034-10-27 13:10:30,11.69,52,Delhi,Defaulted,Quarterly,5,709,Poor
L002813,C27979,Mutual Fund,202046.75,2019-04-15 13:10:30,2026-04-13 13:10:30,11.08,33,Maharashtra,Closed,Monthly,0,720,Excellent
L002814,C17558,Gold Loan,404597.26,2023-09-02 13:10:30,2027-09-01 13:10:30,8.9,29,Goa,Closed,Monthly,3,543,Excellent
L002815,C38965,Mutual Fund,750971.96,2022-03-09 13:10:30,2028-03-07 13:10:30,14.15,49,Goa,Closed,Quarterly,3,598,Excellent
L002816,C10544,Gold Loan,632909.36,2017-04-26 13:10:30,2023-04-25 13:10:30,14.82,47,Maharashtra,Defaulted,Quarterly,4,453,Poor
L002817,C49221,Loan,182062.77,2016-09-10 13:10:30,2022-09-09 13:10:30,7.04,46,Delhi,Closed,Yearly,1,575,Excellent
L002818,C44689,Investment Insurance,630228.51,2018-02-11 13:10:30,2028-02-09 13:10:30,2.7,41,Maharashtra,Defaulted,Monthly,3,557,Poor
L002819,C06023,Mutual Fund,329244.4,2015-10-09 13:10:30,2022-10-07 13:10:30,9.45,41,Maharashtra,Active,Yearly,1,641,Good
L002820,C45293,Gold Loan,633291.56,2015-09-14 13:10:30,2024-09-11 13:10:30,5.58,47,Delhi,Active,Yearly,2,613,Good
L002821,C31304,Investment Insurance,412008.5,2015-10-05 13:10:30,2022-10-03 13:10:30,7.81,64,Goa,Closed,Yearly,1,652,Excellent
L002822,C23172,Gold Loan,795586.88,2021-12-18 13:10:30,2026-12-17 13:10:30,8.98,13,Karnataka,Defaulted,Yearly,4,483,Poor
L002823,C07460,Loan,357934.26,2016-11-06 13:10:30,2025-11-04 13:10:30,10.18,32,Maharashtra,Active,Monthly,2,646,Good
L002824,C39965,Loan,561944.69,2017-03-26 13:10:30,2025-03-24 13:10:30,8.91,38,Delhi,Defaulted,Quarterly,4,529,Poor
L002825,C09997,Mutual Fund,579775.09,2015-03-20 13:10:30,2024-03-17 13:10:30,3.9,47,Delhi,Active,Quarterly,5,581,Good
L002826,C04201,Microlending Loan,753075.99,2018-12-16 13:10:30,2028-12-13 13:10:30,14.93,40,Maharashtra,Closed,Yearly,3,674,Excellent
L002827,C36995,Gold Loan,584493.95,2022-12-25 13:10:30,2028-12-23 13:10:30,13.97,42,Karnataka,Active,Yearly,5,617,Good
L002828,C15851,Loan,785877.73,2019-09-07 13:10:30,2025-09-05 13:10:30,9.66,32,Maharashtra,Active,Monthly,1,605,Good
L002829,C00815,Mutual Fund,424063.34,2015-03-02 13:10:30,2024-02-28 13:10:30,7.85,20,Maharashtra,Active,Yearly,0,706,Good
L002830,C09667,Loan,315647.89,2015-10-31 13:10:30,2018-10-30 13:10:30,12.13,36,Delhi,Defaulted,Monthly,0,551,Poor
L002831,C12389,Loan,303883.84,2020-09-13 13:10:30,2027-09-12 13:10:30,10.64,52,Delhi,Active,Yearly,1,591,Good
L002832,C32212,Mutual Fund,636496.77,2015-02-19 13:10:30,2020-02-18 13:10:30,4.47,39,Karnataka,Active,Monthly,3,694,Good
L002833,C14240,Gold Loan,179444.58,2019-11-03 13:10:30,2025-11-01 13:10:30,10.94,20,Karnataka,Closed,Monthly,0,792,Excellent
L002834,C12436,Loan,297225.63,2022-01-11 13:10:30,2025-01-10 13:10:30,5.27,39,Maharashtra,Defaulted,Quarterly,1,590,Poor
L002835,C07544,Mutual Fund,880027.39,2015-06-08 13:10:30,2021-06-06 13:10:30,11.66,18,Karnataka,Active,Quarterly,5,482,Good
L002836,C42402,Loan,282427.29,2019-08-31 13:10:30,2026-08-29 13:10:30,9.47,28,Delhi,Defaulted,Quarterly,2,710,Poor
L002837,C20566,Gold Loan,208580.07,2017-08-04 13:10:30,2027-08-02 13:10:30,3.28,44,Maharashtra,Closed,Yearly,3,478,Excellent
L002838,C28716,Mutual Fund,886764.11,2018-06-08 13:10:30,2023-06-07 13:10:30,15.27,48,Karnataka,Defaulted,Quarterly,4,635,Poor
L002839,C26338,Loan,630428.41,2017-05-14 13:10:30,2022-05-13 13:10:30,8.68,52,Delhi,Defaulted,Monthly,4,761,Poor
L002840,C15735,Gold Loan,683150.77,2022-02-21 13:10:30,2030-02-19 13:10:30,11.97,53,Maharashtra,Active,Monthly,1,675,Good
L002841,C22584,Gold Loan,559058.51,2017-03-28 13:10:30,2025-03-26 13:10:30,16.52,53,Delhi,Defaulted,Yearly,3,616,Poor
L002842,C04673,Investment Insurance,657323.3,2020-04-21 13:10:30,2025-04-20 13:10:30,10.07,25,Goa,Active,Monthly,4,523,Good
L002843,C04663,Investment Insurance,369460.28,2016-04-18 13:10:30,2021-04-17 13:10:30,11.82,49,Maharashtra,Closed,Quarterly,2,372,Excellent
L002844,C37870,Gold Loan,201782.06,2022-12-28 13:10:30,2031-12-26 13:10:30,8.35,26,Delhi,Closed,Quarterly,0,575,Excellent
L002845,C29271,Loan,185583.13,2021-08-21 13:10:30,2026-08-20 13:10:30,11.19,21,Maharashtra,Defaulted,Yearly,4,501,Poor
L002846,C17438,Investment Insurance,518335.03,2024-06-05 13:10:30,2034-06-03 13:10:30,12.56,43,Delhi,Closed,Quarterly,0,532,Excellent
L002847,C20885,Investment Insurance,241583.03,2022-01-26 13:10:30,2028-01-25 13:10:30,4.58,36,Goa,Closed,Monthly,2,742,Excellent
L002848,C07721,Mutual Fund,931549.24,2021-07-02 13:10:30,2026-07-01 13:10:30,10.59,15,Maharashtra,Active,Yearly,5,681,Good
L002849,C09315,Gold Loan,471933.8,2015-06-15 13:10:30,2019-06-14 13:10:30,9.85,30,Karnataka,Closed,Monthly,2,757,Excellent
L002850,C45497,Mutual Fund,298144.19,2017-04-28 13:10:30,2026-04-26 13:10:30,11.78,67,Delhi,Defaulted,Quarterly,3,574,Poor
L002851,C27988,Microlending Loan,390426.6,2022-09-30 13:10:30,2030-09-28 13:10:30,6.73,27,Goa,Closed,Yearly,1,586,Excellent
L002852,C07550,Microlending Loan,631946.58,2023-01-19 13:10:30,2029-01-17 13:10:30,11.08,38,Karnataka,Defaulted,Yearly,3,646,Poor
L002853,C02881,Gold Loan,804561.26,2015-11-10 13:10:30,2021-11-08 13:10:30,12.97,66,Maharashtra,Active,Monthly,0,618,Good
L002854,C30123,Gold Loan,820960.03,2022-04-18 13:10:30,2028-04-16 13:10:30,11.13,41,Goa,Defaulted,Monthly,3,596,Poor
L002855,C17704,Investment Insurance,372009.88,2023-11-06 13:10:30,2030-11-04 13:10:30,8.04,44,Maharashtra,Defaulted,Monthly,1,694,Poor
L002856,C33655,Investment Insurance,229197.62,2016-01-15 13:10:30,2019-01-14 13:10:30,12.04,22,Goa,Closed,Quarterly,2,709,Excellent
L002857,C24676,Loan,622228.06,2019-05-10 13:10:30,2028-05-07 13:10:30,11.31,34,Karnataka,Defaulted,Yearly,1,591,Poor
L002858,C25214,Gold Loan,302296.18,2019-10-20 13:10:30,2022-10-19 13:10:30,13.55,50,Goa,Defaulted,Yearly,3,666,Poor
L002859,C01853,Mutual Fund,349118.45,2022-03-17 13:10:30,2027-03-16 13:10:30,7.43,5,Karnataka,Active,Quarterly,5,359,Good
L002860,C24585,Investment Insurance,385230.34,2024-06-01 13:10:30,2030-05-31 13:10:30,7.3,35,Delhi,Closed,Quarterly,1,626,Excellent
L002861,C20139,Microlending Loan,425113.84,2019-03-29 13:10:30,2026-03-27 13:10:30,9.16,13,Maharashtra,Closed,Quarterly,0,585,Excellent
L002862,C01108,Mutual Fund,456966.24,2024-08-02 13:10:30,2032-07-31 13:10:30,14.08,58,Maharashtra,Closed,Yearly,0,625,Excellent
L002863,C43757,Gold Loan,837662.12,2023-11-26 13:10:30,2026-11-25 13:10:30,10.05,33,Karnataka,Active,Yearly,1,490,Good
L002864,C35733,Mutual Fund,902464.56,2019-02-20 13:10:30,2029-02-17 13:10:30,6.48,36,Maharashtra,Closed,Monthly,4,634,Excellent
L002865,C12954,Gold Loan,279398.34,2017-11-03 13:10:30,2025-11-01 13:10:30,11.79,46,Maharashtra,Closed,Yearly,1,667,Excellent
L002866,C32734,Microlending Loan,457771.92,2016-01-19 13:10:30,2025-01-16 13:10:30,11.44,50,Goa,Defaulted,Yearly,5,758,Poor
L002867,C04352,Loan,470885.91,2024-05-06 13:10:30,2033-05-04 13:10:30,10.42,28,Maharashtra,Closed,Yearly,2,591,Excellent
L002868,C28090,Gold Loan,243380.45,2023-12-30 13:10:30,2029-12-28 13:10:30,9.02,42,Karnataka,Active,Yearly,3,527,Good
L002869,C17261,Loan,433098.11,2022-04-10 13:10:30,2030-04-08 13:10:30,5.85,38,Maharashtra,Defaulted,Monthly,2,522,Poor
L002870,C42282,Loan,612360.45,2020-11-04 13:10:30,2028-11-02 13:10:30,15.6,46,Delhi,Active,Quarterly,3,574,Good
L002871,C14151,Loan,689995.87,2015-06-08 13:10:30,2023-06-06 13:10:30,6.43,33,Goa,Defaulted,Monthly,0,712,Poor
L002872,C07861,Loan,547351.69,2016-05-19 13:10:30,2022-05-18 13:10:30,10.49,19,Karnataka,Closed,Yearly,3,640,Excellent
L002873,C48972,Mutual Fund,622132.62,2022-02-07 13:10:30,2025-02-06 13:10:30,9.58,22,Maharashtra,Closed,Monthly,5,578,Excellent
L002874,C08917,Microlending Loan,581935.82,2020-07-03 13:10:30,2026-07-02 13:10:30,11.44,46,Maharashtra,Active,Monthly,0,660,Good
L002875,C45059,Mutual Fund,328533.07,2023-07-08 13:10:30,2026-07-07 13:10:30,16.79,40,Goa,Active,Quarterly,2,652,Good
L002876,C16908,Microlending Loan,413555.87,2018-02-14 13:10:30,2024-02-13 13:10:30,10.65,69,Maharashtra,Defaulted,Yearly,3,381,Poor
L002877,C11950,Investment Insurance,825651.1,2024-09-27 13:10:30,2028-09-26 13:10:30,7.84,51,Goa,Closed,Yearly,0,573,Excellent
L002878,C25996,Microlending Loan,502930.83,2016-01-22 13:10:30,2020-01-21 13:10:30,9.4,24,Karnataka,Active,Quarterly,5,714,Good
L002879,C41952,Investment Insurance,708358.05,2017-09-15 13:10:30,2026-09-13 13:10:30,9.45,56,Karnataka,Defaulted,Quarterly,1,494,Poor
L002880,C28418,Investment Insurance,406550.79,2019-10-15 13:10:30,2024-10-13 13:10:30,11.76,44,Delhi,Defaulted,Quarterly,4,613,Poor
L002881,C20255,Loan,563535.63,2024-02-11 13:10:30,2034-02-08 13:10:30,13.44,25,Karnataka,Closed,Yearly,4,499,Excellent
L002882,C11904,Mutual Fund,356955.76,2015-02-03 13:10:30,2025-01-31 13:10:30,13.56,72,Goa,Active,Monthly,5,655,Good
L002883,C26822,Loan,288031.28,2019-11-20 13:10:30,2027-11-18 13:10:30,4.83,67,Delhi,Defaulted,Monthly,0,627,Poor
L002884,C22235,Gold Loan,153326.09,2022-12-09 13:10:30,2030-12-07 13:10:30,11.33,78,Delhi,Active,Monthly,5,622,Good
L002885,C40015,Microlending Loan,478533.98,2018-05-09 13:10:30,2028-05-06 13:10:30,12.83,42,Delhi,Defaulted,Quarterly,0,546,Poor
L002886,C45629,Mutual Fund,745025.64,2024-02-15 13:10:30,2028-02-14 13:10:30,7.56,40,Delhi,Active,Monthly,2,704,Good
L002887,C32719,Investment Insurance,244697.67,2021-10-10 13:10:30,2024-10-09 13:10:30,14.29,47,Goa,Active,Quarterly,2,729,Good
L002888,C49271,Gold Loan,550310.99,2021-02-05 13:10:30,2031-02-03 13:10:30,5.34,42,Karnataka,Defaulted,Monthly,2,683,Poor
L002889,C43964,Microlending Loan,612390.7,2021-02-08 13:10:30,2027-02-07 13:10:30,9.92,50,Karnataka,Active,Yearly,4,541,Good
L002890,C19306,Mutual Fund,92486.4,2015-03-09 13:10:30,2022-03-07 13:10:30,7.81,63,Maharashtra,Closed,Monthly,1,711,Excellent
L002891,C45618,Gold Loan,170072.24,2023-10-23 13:10:30,2027-10-22 13:10:30,4.45,38,Karnataka,Active,Quarterly,5,721,Good
L002892,C00917,Gold Loan,585732.26,2019-04-22 13:10:30,2027-04-20 13:10:30,10.22,24,Karnataka,Closed,Monthly,5,441,Excellent
L002893,C36736,Loan,562208.57,2021-05-06 13:10:30,2029-05-04 13:10:30,8.59,50,Goa,Closed,Yearly,4,572,Excellent
L002894,C21812,Microlending Loan,619612.68,2024-11-13 13:10:30,2030-11-12 13:10:30,12.53,50,Maharashtra,Closed,Monthly,5,708,Excellent
L002895,C02554,Loan,489346.62,2023-01-24 13:10:30,2029-01-22 13:10:30,8.68,14,Karnataka,Closed,Quarterly,2,407,Excellent
L002896,C31107,Investment Insurance,342313.86,2020-09-25 13:10:30,2028-09-23 13:10:30,12.78,44,Goa,Defaulted,Yearly,4,411,Poor
L002897,C30938,Mutual Fund,305630.29,2017-06-27 13:10:30,2024-06-25 13:10:30,11.79,39,Karnataka,Active,Quarterly,0,416,Good
L002898,C25341,Gold Loan,213814.66,2016-11-04 13:10:30,2023-11-03 13:10:30,10.11,48,Goa,Closed,Quarterly,4,493,Excellent
L002899,C35501,Investment Insurance,435523.64,2019-05-01 13:10:30,2028-04-28 13:10:30,8.41,36,Delhi,Defaulted,Quarterly,2,614,Poor
L002900,C18522,Gold Loan,393352.07,2016-05-31 13:10:30,2020-05-30 13:10:30,5.74,33,Delhi,Closed,Monthly,0,684,Excellent
L002901,C03280,Gold Loan,412009.24,2024-12-20 13:10:30,2031-12-19 13:10:30,8.46,49,Delhi,Defaulted,Monthly,3,613,Poor
L002902,C02209,Mutual Fund,548409.88,2015-09-25 13:10:30,2025-09-22 13:10:30,9.78,25,Maharashtra,Defaulted,Yearly,1,682,Poor
L002903,C21433,Loan,330891.67,2016-09-04 13:10:30,2021-09-03 13:10:30,14.42,47,Delhi,Active,Yearly,0,628,Good
L002904,C37962,Investment Insurance,429999.16,2016-04-13 13:10:30,2019-04-13 13:10:30,6.71,34,Delhi,Closed,Monthly,0,631,Excellent
L002905,C03445,Mutual Fund,304457.34,2023-02-24 13:10:30,2029-02-22 13:10:30,11.18,53,Goa,Closed,Monthly,4,598,Excellent
L002906,C44216,Loan,567496.1,2019-03-19 13:10:30,2028-03-16 13:10:30,11.5,42,Goa,Defaulted,Quarterly,5,610,Poor
L002907,C26273,Microlending Loan,348116.68,2016-09-15 13:10:30,2019-09-15 13:10:30,13.17,28,Maharashtra,Active,Quarterly,1,591,Good
L002908,C35488,Loan,423454.21,2021-12-04 13:10:30,2024-12-03 13:10:30,8.55,41,Karnataka,Active,Yearly,4,749,Good
L002909,C30684,Mutual Fund,656596.24,2022-10-04 13:10:30,2026-10-03 13:10:30,6.54,38,Goa,Closed,Yearly,0,579,Excellent
L002910,C47983,Gold Loan,281253.64,2023-11-26 13:10:30,2026-11-25 13:10:30,11.58,34,Goa,Active,Quarterly,5,414,Good
L002911,C29400,Loan,544069.72,2018-07-12 13:10:30,2026-07-10 13:10:30,11.8,46,Maharashtra,Defaulted,Yearly,2,678,Poor
L002912,C44647,Loan,358133.14,2019-07-10 13:10:30,2022-07-09 13:10:30,11.83,77,Goa,Closed,Quarterly,3,527,Excellent
L002913,C14838,Loan,571609.08,2016-08-01 13:10:30,2024-07-30 13:10:30,9.04,59,Maharashtra,Defaulted,Yearly,2,549,Poor
L002914,C12785,Gold Loan,227009.09,2016-06-27 13:10:30,2019-06-27 13:10:30,10.19,33,Karnataka,Closed,Monthly,1,751,Excellent
L002915,C00250,Loan,393557.92,2015-03-03 13:10:30,2025-02-28 13:10:30,13.79,59,Maharashtra,Defaulted,Yearly,4,579,Poor
L002916,C29528,Loan,993614.94,2017-01-27 13:10:30,2026-01-25 13:10:30,7.26,49,Karnataka,Closed,Yearly,5,575,Excellent
L002917,C13019,Mutual Fund,518522.17,2021-05-03 13:10:30,2031-05-01 13:10:30,6.81,48,Goa,Closed,Yearly,0,647,Excellent
L002918,C08243,Investment Insurance,586703.17,2016-10-22 13:10:30,2020-10-21 13:10:30,5.55,34,Maharashtra,Defaulted,Quarterly,4,594,Poor
L002919,C49439,Loan,356207.82,2019-08-28 13:10:30,2027-08-26 13:10:30,14.04,48,Goa,Defaulted,Monthly,0,538,Poor
L002920,C43550,Loan,342911.65,2018-11-19 13:10:30,2028-11-16 13:10:30,6.99,31,Maharashtra,Closed,Yearly,4,595,Excellent
L002921,C35039,Investment Insurance,260626.82,2023-11-27 13:10:30,2031-11-25 13:10:30,10.37,43,Maharashtra,Active,Quarterly,0,459,Good
L002922,C19304,Gold Loan,395605.16,2021-08-18 13:10:30,2025-08-17 13:10:30,7.48,59,Goa,Closed,Monthly,2,618,Excellent
